,player.id,team.id,Season,GP,GS,R,2B,3B,HR,SO,BB,IBB,H,HBP,AB,Pitches,IP,W,L,SV,SVo,HLD,BS,ER,BF,Outs,G,CG,SHO,Strikes,BK,WP,PK,GF,IR,IR-A,CI,SH,SF,stat.inningsPitched_1,stat.inningsPitched_2,BQR,BQR-S,SB,CS,QS,GIDP,GIDPo,Swings,Whiffs,BIP,RS,FO,PO,LO,GO,FH,PH,LH,GH,Team,count,ERA,WHIP,AVG,P/IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB,PU,LD,FB,BABIP,LOB%,FIP,xFIP,SIERA,ERA+,FIP+,xFIP+,SIERA+,GB/FB,LD%,GB%,FB%,PU%,HR/FB,Balls,Contacts,Strike%,Ball%,Whiff%,SwStr%,CStr%
271,663677,699,2023,2,0,1,0,0,0,1,4,0,1,0,2,28,0.1,0,0,0,0,0,0,1,6,1,2,0,0,10,0,1,0,0,2,2,0,0,0,0,1,5,1,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,1,ARA,,27.00,15.00,.500,84.00,27.00,108.00,0.25,0.00,16.7,66.7,-50.0,1,0,0,0,1.000,80.0,33.69,33.69,10.36,19,15,15,47,inf,0.0,100.0,0.0,0.0,nan,18,6,35.7,64.3,25.0,7.1,7.1
185,663778,698,2023,10,0,7,1,0,1,6,7,2,10,0,39,177,10.2,0,2,2,2,0,0,6,47,32,10,0,0,114,0,1,0,7,0,0,0,1,0,10,2,2,2,0,1,0,0,11,83,12,34,2,7,2,2,13,1,0,7,2,LAG,,5.06,1.59,.260,16.59,5.06,5.91,0.86,0.84,12.8,14.9,-2.1,15,2,9,8,.280,64.1,5.75,4.94,5.59,99,87,101,88,1.88,26.5,44.1,23.5,5.9,0.12,63,71,64.4,35.6,14.5,6.8,17.5
263,664102,699,2023,6,0,4,0,0,2,3,5,0,6,1,18,100,5.0,0,1,0,1,1,1,4,27,15,6,0,0,59,0,2,1,1,3,1,0,3,0,5,0,5,0,1,0,0,0,3,48,4,18,7,3,0,0,9,3,0,2,1,ARA,,7.20,2.20,.330,20.00,5.40,9.00,0.60,3.60,11.1,18.5,-7.4,10,0,2,6,.310,87.0,11.29,6.74,6.07,69,44,74,81,1.67,11.1,55.6,33.3,0.0,0.33,41,44,59.0,41.0,8.3,4.0,11.0
56,664284,692,2023,11,10,26,6,1,1,21,22,0,36,3,131,628,35.2,2,2,0,0,0,0,23,159,107,11,0,0,361,0,2,0,0,0,0,0,1,2,35,2,11,6,5,2,1,5,24,255,52,113,20,28,6,4,39,6,0,15,15,ZUL,,5.80,1.63,.270,17.61,5.30,5.55,0.95,0.25,13.2,13.8,-0.6,54,6,19,34,.320,58.7,4.98,5.13,5.46,86,100,97,90,1.59,16.8,47.8,30.1,5.3,0.03,267,203,57.5,42.5,20.4,8.3,16.9
68,664324,692,2023,3,0,8,0,0,0,1,2,0,8,1,16,72,3.2,0,1,0,0,0,0,8,20,11,3,0,0,38,0,0,0,1,3,1,0,0,1,3,2,4,4,0,0,0,1,7,23,1,16,0,2,0,0,6,0,0,2,6,ZUL,,19.64,2.73,.500,19.64,2.45,4.91,0.50,0.00,5.0,10.0,-5.0,12,0,2,2,.500,27.3,5.60,5.90,3.86,25,89,85,127,6.00,12.5,75.0,12.5,0.0,0.00,34,22,52.8,47.2,4.3,1.4,20.8
248,664346,699,2023,15,1,8,5,0,2,14,8,0,28,3,104,430,27.2,1,0,0,0,3,0,8,115,83,15,0,0,280,0,1,0,0,11,2,0,0,0,27,2,7,0,1,2,0,3,13,211,34,90,9,22,10,4,26,7,0,13,8,ARA,,2.60,1.30,.270,15.54,4.55,2.60,1.75,0.65,12.2,7.0,5.2,34,10,17,29,.300,85.6,4.81,4.44,5.04,192,104,113,97,1.17,18.9,37.8,32.2,11.1,0.07,150,177,65.1,34.9,16.1,7.9,16.0
2,664356,696,2023,3,0,0,1,0,0,0,0,0,1,0,7,32,2.0,0,0,0,0,0,0,0,7,6,3,0,0,20,0,1,0,3,5,2,0,0,0,2,0,0,0,0,0,0,0,1,16,1,7,1,2,2,1,1,1,0,0,0,MAG,,0.00,0.50,.140,16.00,0.00,0.00,nan,0.00,0.0,0.0,0.0,1,2,1,3,.140,100.0,3.69,4.51,9.38,0,136,111,52,0.33,14.3,14.3,42.9,28.6,0.00,12,15,62.5,37.5,6.2,3.1,12.5
1,664573,696,2023,1,0,0,0,0,0,0,0,0,1,0,4,14,1.0,0,0,0,0,0,0,0,4,3,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,0,0,1,1,1,0,0,0,1,MAG,,0.00,1.00,.250,14.00,0.00,0.00,nan,0.00,0.0,0.0,0.0,2,1,1,0,.250,100.0,3.69,3.69,5.26,0,136,136,93,inf,25.0,50.0,0.0,25.0,nan,4,8,71.4,28.6,0.0,0.0,14.3
45,664590,692,2023,13,12,28,12,0,3,35,20,0,53,2,218,910,57.2,2,4,0,0,0,0,21,244,173,13,0,0,559,0,1,1,0,0,0,0,4,0,57,2,12,7,0,0,2,4,39,370,58,187,29,42,18,8,66,5,0,18,30,ZUL,,3.28,1.27,.240,15.78,5.46,3.12,1.75,0.47,14.3,8.2,6.1,96,18,26,47,.280,66.4,4.30,4.06,4.59,152,116,123,107,2.04,13.9,51.3,25.1,9.6,0.06,351,312,61.4,38.6,15.7,6.4,20.8
186,664641,698,2023,5,5,14,9,0,1,26,13,0,23,0,91,376,24.0,2,1,0,0,0,0,14,105,72,5,0,0,227,0,3,0,0,0,0,0,0,1,24,0,6,2,4,0,2,0,11,170,50,66,26,23,6,0,14,3,1,11,8,LAG,,5.25,1.50,.250,15.67,9.75,4.88,2.00,0.38,24.8,12.4,12.4,22,7,11,26,.340,63.6,3.69,3.74,3.90,95,136,134,126,0.85,16.7,33.3,39.4,10.6,0.04,149,120,60.4,39.6,29.4,13.3,15.2
189,665129,698,2023,5,5,12,4,0,3,12,7,0,18,0,66,311,16.1,1,1,0,0,0,0,11,76,49,5,0,0,201,0,0,0,0,0,0,1,1,1,16,1,5,4,1,0,0,0,14,157,28,56,6,19,10,0,9,5,0,7,6,LAG,,6.06,1.53,.270,19.04,6.61,3.86,1.71,1.65,15.8,9.2,6.6,15,10,7,24,.290,62.5,5.89,4.31,5.31,83,85,116,92,0.62,12.5,26.8,42.9,17.9,0.12,110,129,64.6,35.4,17.8,9.0,14.1
125,665859,695,2023,7,3,11,0,0,4,8,6,0,15,2,52,245,14.0,0,1,0,0,0,0,11,61,42,7,0,0,148,1,1,0,1,0,0,0,0,1,14,0,4,3,1,0,0,2,12,121,24,45,6,17,1,1,11,7,0,6,2,CAR,,7.07,1.50,.290,17.50,5.14,3.86,1.33,2.57,13.1,9.8,3.3,13,1,7,24,.270,69.0,7.98,5.19,5.64,71,63,96,87,0.54,15.6,28.9,53.3,2.2,0.17,97,97,60.4,39.6,19.8,9.8,11.0
249,665894,699,2023,16,1,6,3,0,0,4,6,1,18,0,68,270,18.1,1,0,0,1,0,1,6,77,55,16,0,0,182,0,0,0,2,11,4,0,0,3,18,1,12,3,1,0,0,3,18,132,13,67,4,27,1,4,17,2,0,7,9,ARA,,2.95,1.31,.260,14.73,1.96,2.95,0.67,0.00,5.2,7.8,-2.6,26,1,11,29,.270,75.0,4.24,5.10,6.28,169,118,98,78,0.90,16.4,38.8,43.3,1.5,0.00,88,119,67.4,32.6,9.8,4.8,18.5
57,665981,692,2023,3,0,4,0,0,0,3,4,0,2,0,10,69,3.0,0,0,0,0,1,0,2,16,9,3,0,0,33,0,1,0,0,2,2,0,1,1,3,0,2,1,2,1,0,0,1,21,6,9,0,3,0,0,4,1,0,0,1,ZUL,,6.00,2.00,.200,23.00,9.00,12.00,0.75,0.00,18.8,25.0,-6.2,5,0,0,4,.250,33.3,5.69,6.42,5.98,83,88,78,82,1.25,0.0,55.6,44.4,0.0,0.00,36,15,47.8,52.2,28.6,8.7,17.4
177,665996,698,2023,18,0,6,5,0,0,9,3,1,9,0,50,198,14.1,0,1,0,0,4,0,6,53,43,18,0,0,131,0,0,0,3,14,2,0,0,0,14,1,6,4,0,0,0,2,9,100,17,41,8,10,2,3,17,0,0,9,0,LAG,,3.77,0.84,.180,13.81,5.65,1.88,3.00,0.00,17.0,5.7,11.3,17,2,12,10,.220,50.0,3.06,3.44,4.03,133,163,145,122,1.70,29.3,41.5,24.4,4.9,0.00,67,83,66.2,33.8,17.0,8.6,15.7
152,666005,694,2023,24,0,22,9,0,2,11,15,2,32,3,99,429,25.1,2,2,2,5,3,3,20,124,76,24,0,0,259,0,1,0,14,8,5,0,4,3,25,1,12,6,2,2,0,2,25,181,24,95,6,20,6,3,34,5,0,18,9,ORI,,7.11,1.86,.320,16.93,3.91,5.33,0.73,0.71,8.9,12.1,-3.2,43,6,21,25,.340,59.3,5.98,5.49,5.87,70,84,91,83,1.72,22.1,45.3,26.3,6.3,0.08,170,157,60.4,39.6,13.3,5.6,18.2
172,666672,698,2023,12,0,4,1,0,1,7,6,0,12,0,45,194,12.0,0,0,6,6,0,0,4,51,36,12,0,0,120,0,2,0,11,0,0,0,0,0,12,0,0,0,0,2,0,1,10,91,16,38,0,10,5,1,10,3,0,7,2,LAG,,3.00,1.50,.270,16.17,5.25,4.50,1.17,0.75,13.7,11.8,1.9,12,5,8,13,.300,84.3,5.11,4.61,5.52,167,98,108,89,0.92,21.1,31.6,34.2,13.2,0.08,74,75,61.9,38.1,17.6,8.2,14.9
92,666673,697,2023,10,9,32,15,1,4,19,8,0,52,3,156,570,36.0,1,4,0,0,0,0,30,168,108,10,0,0,365,0,3,0,0,1,1,0,0,1,36,0,7,5,1,0,1,3,29,254,43,138,30,26,3,6,51,10,0,26,16,MAR,,7.50,1.67,.330,15.83,4.75,2.00,2.38,1.00,11.3,4.8,6.5,67,3,32,36,.360,54.0,5.00,4.09,4.52,67,100,122,108,1.86,23.2,48.6,26.1,2.2,0.11,205,211,64.0,36.0,16.9,7.5,19.5
25,666674,696,2023,22,0,16,7,1,3,11,8,1,31,4,80,328,18.1,1,2,0,3,4,3,15,96,55,22,0,0,201,0,3,0,3,11,5,0,1,3,18,1,14,3,1,1,0,1,17,142,22,73,10,18,2,3,19,9,1,14,7,MAG,,7.36,2.13,.390,17.89,5.40,3.93,1.38,1.47,11.5,8.3,3.2,26,3,17,27,.410,69.6,6.58,5.25,5.31,68,76,95,92,0.96,23.3,35.6,37.0,4.1,0.11,127,120,61.3,38.7,15.5,6.7,18.0
212,666721,693,2023,11,9,16,9,0,2,39,12,1,52,2,192,751,49.2,5,0,0,0,0,0,15,209,149,11,0,0,508,0,2,0,0,0,0,0,2,1,49,2,8,2,4,0,2,5,31,384,73,156,43,35,9,6,54,9,0,28,15,LAR,,2.72,1.29,.270,15.12,7.07,2.17,3.25,0.36,18.7,5.7,13.0,69,9,34,44,.330,79.1,3.49,3.45,3.84,184,143,145,128,1.57,21.8,44.2,28.2,5.8,0.05,243,311,67.6,32.4,19.0,9.7,16.5
195,667176,698,2023,3,0,3,2,0,0,0,1,0,6,1,16,52,3.2,1,0,0,0,1,0,3,18,11,3,0,0,36,0,0,0,0,0,0,0,0,0,3,2,5,2,0,0,0,1,6,20,1,16,5,2,1,1,6,3,0,2,1,LAG,,7.36,1.91,.380,14.18,0.00,2.45,0.00,0.00,0.0,5.6,-5.6,7,1,3,5,.380,62.5,5.33,6.07,6.64,68,94,82,74,1.40,18.8,43.8,31.2,6.2,0.00,16,19,69.2,30.8,5.0,1.9,30.8
47,667373,692,2023,12,12,27,7,2,3,21,26,0,50,2,180,774,46.0,1,3,0,0,0,0,21,209,138,12,0,0,462,1,0,0,0,0,0,0,0,1,46,0,14,3,4,2,0,6,46,329,60,160,29,34,14,10,52,4,0,24,22,ZUL,,4.11,1.65,.280,16.83,4.11,5.09,0.81,0.59,10.0,12.4,-2.4,74,14,34,38,.300,69.1,5.45,5.05,5.71,122,92,99,86,1.95,21.2,46.2,23.8,8.8,0.08,312,269,59.7,40.3,18.2,7.8,17.2
6,667686,696,2023,31,0,10,7,1,1,8,16,1,28,0,100,398,28.0,3,1,0,4,4,4,9,120,84,31,0,0,242,0,0,1,4,17,7,0,2,2,28,0,9,1,0,3,0,6,19,177,25,96,29,18,5,9,36,7,0,10,11,MAG,,2.89,1.57,.280,14.21,2.57,5.14,0.50,0.32,6.7,13.3,-6.6,47,5,19,25,.290,79.8,5.30,5.32,6.17,173,94,94,79,1.88,19.8,49.0,26.0,5.2,0.04,156,152,60.8,39.2,14.1,6.3,16.3
29,667910,696,2023,4,0,4,1,0,0,3,1,0,4,1,13,61,3.2,0,2,0,0,0,0,4,15,11,4,0,0,35,0,0,0,1,0,0,0,0,0,3,2,2,2,0,0,0,1,2,26,8,10,2,4,1,0,1,0,0,3,1,MAG,,9.82,1.36,.310,16.64,7.36,2.45,3.00,0.00,20.0,6.7,13.3,2,1,3,4,.400,33.3,3.69,4.28,4.12,51,136,117,119,0.50,30.0,20.0,40.0,10.0,0.00,26,18,57.4,42.6,30.8,13.1,14.8
147,668560,694,2023,20,0,11,3,0,2,10,11,1,15,1,60,282,16.2,1,2,0,1,1,1,11,74,50,20,0,0,167,0,2,0,4,15,8,0,0,2,16,2,9,2,0,0,0,3,14,130,31,52,6,14,8,1,14,2,0,9,4,ORI,,5.94,1.56,.250,16.92,5.40,5.94,0.91,1.08,13.5,14.9,-1.4,18,8,10,16,.260,66.1,6.21,5.17,5.84,84,81,97,84,1.12,19.2,34.6,30.8,15.4,0.12,115,99,59.2,40.8,23.8,11.0,13.1
130,668579,695,2023,4,4,12,6,0,2,5,5,0,16,0,42,171,8.0,0,2,0,0,0,0,10,47,24,4,0,0,102,0,1,0,0,0,0,0,0,0,8,0,3,0,2,1,0,0,7,74,14,37,3,12,1,0,8,5,0,5,6,CAR,,11.25,2.62,.380,21.38,5.62,5.62,1.00,2.25,10.6,10.6,0.0,14,1,5,17,.400,49.5,7.56,5.47,5.80,44,66,91,84,0.82,13.5,37.8,45.9,2.7,0.12,69,60,59.6,40.4,18.9,8.2,16.4
168,669993,698,2023,6,0,1,0,0,0,8,2,0,4,2,22,113,7.0,0,0,0,0,2,0,1,28,21,6,0,0,64,0,1,0,1,0,0,0,1,1,7,0,0,0,0,0,0,1,6,47,15,16,8,3,0,1,8,0,0,3,1,LAG,,1.29,0.86,.180,16.14,10.29,2.57,4.00,0.00,28.6,7.1,21.5,9,0,4,3,.270,87.5,3.12,3.35,2.57,388,160,149,191,3.00,25.0,56.2,18.8,0.0,0.00,49,32,56.6,43.4,31.9,13.3,15.0
216,670109,693,2023,12,0,5,3,0,0,4,3,0,14,1,42,184,10.1,0,0,0,0,6,0,4,47,31,12,0,0,122,0,0,0,0,2,0,1,0,0,10,1,5,0,1,1,0,1,12,97,17,38,5,12,4,3,5,2,0,7,5,LAR,,3.48,1.65,.330,17.81,3.48,2.61,1.33,0.00,8.5,6.4,2.1,10,4,10,14,.370,72.2,4.08,4.81,5.90,144,123,104,83,0.71,26.3,26.3,36.8,10.5,0.00,62,80,66.3,33.7,17.5,9.2,13.6
13,670550,696,2023,10,10,24,9,1,5,26,11,0,49,0,173,694,43.2,3,3,0,0,0,0,23,185,131,10,0,0,463,0,1,0,0,0,0,0,0,1,43,2,4,3,5,2,1,5,26,323,50,148,30,35,11,12,41,13,2,26,8,MAG,,4.74,1.37,.280,15.89,5.36,2.27,2.36,1.03,14.1,5.9,8.2,49,13,38,48,.310,67.9,4.74,3.85,4.67,105,105,130,105,1.02,25.7,33.1,32.4,8.8,0.10,231,273,66.7,33.3,15.5,7.2,20.2
254,671781,699,2023,17,0,14,9,0,2,19,6,0,26,1,98,376,23.2,3,0,0,0,5,0,11,106,71,17,0,0,249,0,2,0,0,11,3,0,0,1,23,2,9,3,1,0,0,1,20,180,38,80,6,19,5,3,27,10,0,11,5,ARA,,4.18,1.35,.270,15.89,7.23,2.28,3.17,0.76,17.9,5.7,12.2,32,5,14,29,.310,62.9,4.07,3.64,4.00,120,123,137,123,1.10,17.5,40.0,36.2,6.2,0.07,127,142,66.2,33.8,21.1,10.1,18.4
238,672358,693,2023,1,0,2,1,0,0,0,2,0,2,0,5,22,1.0,0,0,0,0,0,0,2,7,3,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,4,5,0,1,1,0,1,0,0,2,0,LAR,,18.00,4.00,.400,22.00,0.00,18.00,0.00,0.00,0.0,28.6,-28.6,1,1,2,1,.400,50.0,9.69,10.23,10.03,28,52,49,49,1.00,40.0,20.0,20.0,20.0,0.00,10,6,54.5,45.5,40.0,18.2,9.1
124,672374,695,2023,7,0,4,0,0,1,3,4,0,6,0,22,109,5.1,0,0,0,0,1,0,4,26,16,7,0,0,64,1,0,0,3,5,0,0,0,0,5,1,2,2,0,0,0,0,3,44,6,19,3,6,1,0,6,1,0,1,4,CAR,,6.75,1.88,.270,20.44,5.06,6.75,0.75,1.69,11.5,15.4,-3.9,10,1,1,7,.280,69.8,7.25,5.53,5.89,74,69,90,83,1.43,5.3,52.6,36.8,5.3,0.14,45,38,58.7,41.3,13.6,5.5,18.3
87,672376,697,2023,22,0,16,4,0,3,26,7,0,30,1,101,448,26.0,1,2,0,0,7,0,15,112,78,22,0,0,303,0,2,0,3,8,4,0,1,2,26,0,4,3,0,1,0,3,17,235,45,78,13,14,2,6,26,9,0,9,12,MAR,,5.19,1.42,.300,17.23,9.00,2.42,3.71,1.04,23.2,6.2,17.0,38,2,15,23,.360,65.1,4.11,3.09,3.26,96,122,162,150,1.65,19.2,48.7,29.5,2.6,0.13,145,190,67.6,32.4,19.1,10.0,15.2
160,672418,694,2023,7,0,9,2,0,1,6,6,0,11,1,21,127,4.2,1,1,0,1,1,1,9,30,14,7,0,0,67,0,2,0,0,5,3,0,0,2,4,2,7,4,0,0,0,2,7,52,13,17,1,1,0,3,2,0,0,6,5,ORI,,17.36,3.64,.520,27.21,11.57,11.57,1.00,1.93,20.0,20.0,0.0,7,0,9,1,.620,54.2,8.40,5.74,4.90,29,60,87,100,7.00,52.9,41.2,5.9,0.0,1.00,60,39,52.8,47.2,25.0,10.2,11.8
106,672712,695,2023,8,1,3,3,1,0,4,4,0,14,0,43,167,10.0,0,0,0,0,0,0,3,47,30,8,0,0,110,0,0,0,1,1,0,0,0,0,10,0,9,1,1,0,0,1,10,86,12,39,5,12,2,0,11,2,0,5,7,CAR,,2.70,1.80,.330,16.70,3.60,3.60,1.00,0.00,8.5,8.5,0.0,18,2,5,14,.360,83.3,4.09,4.85,5.65,185,122,103,87,1.29,12.8,46.2,35.9,5.1,0.00,57,74,65.9,34.1,14.0,7.2,14.4
204,672755,698,2023,3,0,5,1,0,0,0,2,0,7,0,15,52,2.2,0,0,0,1,0,1,5,17,8,3,0,0,31,0,0,0,0,1,1,0,0,0,2,2,2,1,0,0,0,0,3,24,1,15,5,1,1,0,6,1,0,5,1,LAG,,16.88,3.38,.470,19.50,0.00,6.75,0.00,0.00,0.0,11.8,-11.8,7,1,5,2,.470,44.4,5.94,6.35,6.54,30,84,79,75,3.50,33.3,46.7,13.3,6.7,0.00,21,23,59.6,40.4,4.2,1.9,13.5
44,672755,692,2023,10,0,5,3,0,0,9,3,0,14,1,45,179,11.0,1,0,0,0,1,0,4,50,33,10,0,0,117,0,1,0,0,6,2,0,1,0,11,0,5,2,0,0,0,1,9,77,17,37,5,4,1,0,18,2,0,7,5,ZUL,,3.27,1.55,.310,16.27,7.36,2.45,3.00,0.00,18.0,6.0,12.0,23,1,7,6,.390,72.2,3.14,3.44,3.23,153,159,145,152,3.83,18.9,62.2,16.2,2.7,0.00,62,60,65.4,34.6,22.1,9.5,22.3
11,672755,,2023,13,0,10,4,0,0,9,5,0,21,1,60,231,13.2,1,0,0,1,1,1,9,67,41,13,0,0,148,0,1,0,0,7,3,0,1,0,13,2,7,3,0,0,0,1,12,101,18,52,10,5,2,0,24,3,0,12,6,2 Teams,2,5.93,1.90,.350,16.90,5.93,3.29,1.80,0.00,13.4,7.5,5.9,30,2,12,8,.410,63.0,3.69,4.01,4.00,84,136,125,123,3.75,23.1,57.7,15.4,3.8,0.00,83,83,64.1,35.9,17.8,7.8,20.3
161,672765,694,2023,2,1,5,0,0,0,1,5,0,2,0,4,45,0.2,0,1,0,0,0,0,5,9,2,2,0,0,18,1,0,0,0,0,0,0,0,0,0,2,5,3,1,0,0,0,1,11,1,3,0,1,0,0,0,0,0,0,2,ORI,,67.50,10.50,.500,67.50,13.50,67.50,0.20,0.00,11.1,55.6,-44.5,2,0,0,1,.670,28.6,23.19,24.01,10.22,7,22,21,48,2.00,0.0,66.7,33.3,0.0,0.00,27,10,40.0,60.0,9.1,2.2,15.6
132,672839,695,2023,9,0,8,1,0,1,5,8,0,6,1,21,103,5.2,1,0,0,0,3,0,8,30,17,9,0,0,54,0,2,0,1,3,2,0,0,0,5,2,8,5,2,0,0,1,2,34,9,16,9,3,0,1,6,2,0,3,1,CAR,,12.71,2.47,.290,18.18,7.94,12.71,0.62,1.59,16.7,26.7,-10.0,7,0,4,5,.330,51.5,8.98,7.17,6.44,39,56,70,76,1.40,25.0,43.8,31.2,0.0,0.20,49,25,52.4,47.6,26.5,8.7,19.4
127,672848,695,2023,9,0,9,2,0,2,2,8,0,10,0,31,147,9.0,0,0,0,0,0,0,9,41,27,9,0,0,80,0,3,0,0,13,4,0,0,2,9,0,3,0,1,0,0,3,10,58,7,31,6,7,0,0,14,3,0,4,3,CAR,,9.00,2.00,.320,16.33,2.00,8.00,0.25,2.00,4.9,19.5,-14.6,17,0,4,10,.280,59.2,8.80,6.52,6.97,56,57,77,70,1.70,12.9,54.8,32.3,0.0,0.20,67,51,54.4,45.6,12.1,4.8,15.0
266,672866,699,2023,12,11,35,13,0,3,20,15,0,59,1,168,638,38.2,1,4,0,0,0,0,33,184,116,12,0,0,407,1,3,0,0,0,0,0,0,0,38,2,14,7,4,1,0,8,38,306,48,148,24,19,5,6,59,10,0,27,22,ARA,,7.68,1.91,.350,16.50,4.66,3.49,1.33,0.70,10.9,8.2,2.7,81,5,33,29,.390,56.5,4.91,4.30,4.58,65,102,116,107,2.79,22.3,54.7,19.6,3.4,0.10,231,258,63.8,36.2,15.7,7.5,15.8
90,673388,697,2023,5,1,5,3,1,2,1,4,0,10,0,26,106,6.1,0,0,0,0,1,0,5,31,19,5,0,0,58,0,0,1,0,2,1,0,0,1,6,1,2,1,0,0,0,0,1,42,6,26,3,9,1,3,3,4,0,3,3,MAR,,7.11,2.21,.380,16.74,1.42,5.68,0.25,2.84,3.2,12.9,-9.7,6,1,6,13,.330,80.4,9.37,6.39,8.09,70,53,78,61,0.46,23.1,23.1,50.0,3.8,0.15,48,36,54.7,45.3,14.3,5.7,15.1
151,673394,694,2023,12,2,12,4,0,2,14,6,0,17,2,63,275,16.2,2,2,0,0,0,0,12,71,50,12,0,0,174,0,0,2,1,12,5,0,0,0,16,2,6,3,1,1,0,0,12,124,31,49,13,11,5,4,12,1,0,10,6,ORI,,6.48,1.38,.270,16.50,7.56,3.24,2.33,1.08,19.7,8.5,11.2,18,5,14,12,.320,58.6,5.01,3.84,4.05,77,100,130,121,1.50,28.6,36.7,24.5,10.2,0.17,101,93,63.3,36.7,25.0,11.3,18.2
134,673395,695,2023,2,0,4,0,0,1,1,3,0,2,0,5,30,1.0,0,0,0,0,0,0,4,8,3,2,0,0,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,4,4,0,1,1,0,0,1,0,1,0,CAR,,36.00,5.00,.400,30.00,9.00,27.00,0.33,9.00,12.5,37.5,-25.0,0,1,1,2,.330,27.8,23.69,11.78,10.32,14,21,42,47,0.00,25.0,0.0,50.0,25.0,0.50,16,6,46.7,53.3,40.0,13.3,13.3
105,673455,695,2023,2,2,6,2,0,0,5,3,0,9,0,41,174,10.0,0,0,0,0,0,0,3,45,30,2,0,0,112,3,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,1,12,80,12,37,5,10,5,2,11,2,0,7,0,CAR,,2.70,1.20,.220,17.40,4.50,2.70,1.67,0.00,11.1,6.7,4.4,11,5,9,12,.250,50.0,3.59,4.24,5.38,185,139,118,91,0.92,24.3,29.7,32.4,13.5,0.00,62,68,64.4,35.6,15.0,6.9,18.4
190,673603,698,2023,4,4,11,2,0,2,6,11,0,19,2,64,259,16.1,1,1,0,0,0,0,11,78,49,4,0,0,154,0,0,0,0,0,0,0,0,1,16,1,4,0,1,0,1,2,14,105,13,59,14,18,3,2,17,7,0,6,6,LAG,,6.06,1.84,.300,15.86,3.31,6.06,0.55,1.10,7.7,14.1,-6.4,23,3,8,25,.300,71.9,6.93,6.18,6.64,83,72,81,74,0.92,13.6,39.0,42.4,5.1,0.08,105,92,59.5,40.5,12.4,5.0,18.9
141,674285,694,2023,12,0,9,0,0,0,8,10,1,14,1,46,211,11.0,1,0,1,4,0,3,5,58,33,12,0,0,119,0,1,0,3,12,6,0,1,0,11,0,7,4,1,0,0,1,13,87,20,39,7,4,0,4,17,0,0,6,8,ORI,,4.09,2.18,.300,19.18,6.55,8.18,0.80,0.00,13.8,17.2,-3.4,25,0,10,4,.370,64.0,5.24,5.43,4.55,122,95,92,108,6.25,25.6,64.1,10.3,0.0,0.00,92,67,56.4,43.6,23.0,9.5,15.2
149,674287,694,2023,15,0,10,5,1,2,3,9,1,20,0,59,240,14.2,0,0,1,1,0,0,10,70,44,15,0,0,138,0,1,0,8,14,4,0,0,2,14,2,5,2,0,0,0,4,18,105,10,58,4,14,2,2,20,3,0,12,5,ORI,,6.14,1.98,.340,16.36,1.84,5.52,0.33,1.23,4.3,12.9,-8.6,25,2,14,17,.320,72.5,6.89,5.75,6.67,81,73,87,73,1.47,24.1,43.1,29.3,3.4,0.12,102,95,57.5,42.5,9.5,4.2,13.8
157,674289,694,2023,12,0,14,5,0,1,9,11,0,23,0,57,253,12.1,1,0,0,1,1,1,14,68,37,12,0,0,147,0,0,0,0,11,7,0,0,0,12,1,14,9,1,0,0,2,10,104,22,48,6,3,3,2,17,1,0,11,11,ORI,,10.22,2.76,.400,20.51,6.57,8.03,0.82,0.73,13.2,16.2,-3.0,28,3,13,4,.470,61.3,5.96,5.08,4.83,49,84,98,101,7.00,27.1,58.3,8.3,6.2,0.25,106,82,58.1,41.9,21.2,8.7,17.0
273,674379,699,2023,2,0,6,0,0,2,0,3,0,8,0,12,65,1.2,0,0,0,0,0,0,6,16,5,2,0,0,36,0,0,0,0,2,2,0,0,1,1,2,5,1,0,0,0,0,6,24,4,13,0,2,1,0,2,2,0,4,2,ARA,,32.40,6.60,.670,39.00,0.00,16.20,0.00,10.80,0.0,18.8,-18.8,4,1,4,4,.550,61.0,24.69,10.40,8.49,15,20,48,58,1.00,30.8,30.8,30.8,7.7,0.50,29,20,55.4,44.6,16.7,6.2,18.5
236,674450,693,2023,5,4,13,3,0,2,12,9,0,12,1,51,256,13.1,2,2,0,0,0,0,13,61,40,5,0,0,153,0,2,0,0,0,0,0,0,0,13,1,6,4,1,0,0,0,5,111,24,39,10,8,7,3,9,3,0,6,3,LAR,,8.78,1.58,.240,19.20,8.10,6.07,1.33,1.35,19.7,14.8,4.9,12,7,9,11,.270,46.9,6.09,4.59,4.91,57,82,109,100,1.09,23.1,30.8,28.2,17.9,0.18,103,87,59.8,40.2,21.6,9.4,16.4
